entry_date,exit_date,direction,credit,debit,short_strike,long_strike,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2025-07-15,2025-07-16,bear,7.3,7.9,25500,25650,142.7,-345.00000000000006,next_open,-0.34500000000000003,-345.00000000000006
2025-07-16,2025-07-17,bull,5.35,4.25,25000,24850,144.65,-217.50000000000003,next_open,-0.21750000000000003,-562.5000000000001
2025-07-18,2025-07-21,bear,17.950000000000003,17.45,25300,25450,132.05,-262.4999999999997,next_open,-0.26249999999999973,-824.9999999999998
2025-07-21,2025-07-22,bear,10.399999999999999,12.7,25400,25550,139.6,-472.50000000000006,next_open,-0.4725000000000001,-1297.4999999999998
2025-07-22,2025-07-23,bear,5.35,5.9,25350,25500,144.65,-341.25000000000006,next_open,-0.34125000000000005,-1638.7499999999998
2025-07-23,2025-07-24,bull,3.7,2.5,25000,24850,146.3,-210.0,next_open,-0.21,-1848.7499999999998
2025-08-19,2025-08-20,bull,11.75,13.2,24800,24650,138.25,-408.74999999999994,next_open,-0.4087499999999999,-2257.4999999999995
2025-08-20,2025-08-21,bull,6.749999999999999,3.0999999999999996,24850,24700,143.25,-26.250000000000057,next_open,-0.026250000000000058,-2283.7499999999995
2025-08-25,2025-08-26,bear,7.249999999999999,5.2,25250,25400,142.75,-146.25000000000009,next_open,-0.1462500000000001,-2429.9999999999995
2025-09-04,2025-09-05,bull,24.750000000000004,15.2,24600,24450,125.25,416.25000000000034,next_open,0.4162500000000003,-2013.749999999999
2025-09-05,2025-09-08,bull,17.75,14.0,24600,24450,132.25,-18.75,next_open,-0.01875,-2032.499999999999
2025-09-08,2025-09-09,bull,10.1,4.55,24650,24500,139.9,116.25,next_open,0.11624999999999999,-1916.249999999999
2025-09-10,2025-09-11,bull,19.3,18.05,24800,24650,130.7,-206.25,next_open,-0.20625000000000002,-2122.499999999999
2025-09-11,2025-09-12,bull,17.049999999999997,10.250000000000002,24850,24700,132.95,209.99999999999966,next_open,0.20999999999999963,-1912.4999999999995
2025-09-12,2025-09-15,bull,12.049999999999999,12.15,24950,24800,137.95,-307.5000000000001,next_open,-0.3075000000000001,-2219.9999999999995
2025-09-15,2025-09-16,bull,4.699999999999999,3.5,24900,24750,145.3,-210.00000000000006,next_open,-0.21000000000000008,-2429.9999999999995
2025-09-17,2025-09-18,bull,16.55,15.7,25150,25000,133.45,-236.2499999999999,next_open,-0.23624999999999988,-2666.2499999999995
2025-09-18,2025-09-19,bull,10.35,11.3,25250,25100,139.65,-371.2500000000001,next_open,-0.3712500000000001,-3037.4999999999995
2025-09-19,2025-09-22,bull,8.5,13.100000000000001,25150,25000,141.5,-645.0000000000001,next_open,-0.6450000000000001,-3682.4999999999995
2025-09-24,2025-09-25,bear,15.049999999999999,15.049999999999999,25350,25500,134.95,-300.0,next_open,-0.3,-3982.4999999999995
2025-09-25,2025-09-26,bear,14.35,6.1,25200,25350,135.65,318.75,next_open,0.31875,-3663.7499999999995
2025-09-26,2025-09-29,bear,10.05,14.7,24950,25100,139.95,-648.7499999999999,next_open,-0.6487499999999998,-4312.499999999999
2025-09-29,2025-09-30,bear,2.25,2.9000000000000004,24950,25100,147.75,-348.75,next_open,-0.34875,-4661.249999999999
2025-10-09,2025-10-10,bull,13.1,11.65,25000,24850,136.9,-191.25000000000006,next_open,-0.19125000000000006,-4852.499999999999
2025-10-10,2025-10-13,bull,11.349999999999998,42.45,25150,25000,138.65,-2632.5000000000005,next_open,-2.6325000000000003,-7485.0
2025-10-13,2025-10-14,bull,6.35,5.6499999999999995,25050,24900,143.65,-247.5,next_open,-0.24750000000000003,-7732.5
2025-10-15,2025-10-16,bull,16.25,8.35,25150,25000,133.75,292.5,next_open,0.2925,-7440.0
2025-10-21,2025-10-23,bull,22.7,9.0,25650,25500,127.3,727.5,next_open,0.7275,-6712.5
2025-10-23,2025-10-24,bull,15.299999999999997,10.2,25700,25550,134.7,82.49999999999983,next_open,0.08249999999999982,-6630.0
2025-10-24,2025-10-27,bear,15.75,15.399999999999999,26050,26250,184.25,-273.7499999999999,next_open,-0.2737499999999999,-6903.75
2025-10-27,2025-10-28,bull,5.999999999999999,8.2,25750,25600,144.0,-465.0,next_open,-0.46499999999999997,-7368.75
2025-11-06,2025-11-07,bear,7.8999999999999995,5.65,25900,26050,142.1,-131.25000000000006,next_open,-0.13125000000000006,-7500.0
2025-11-07,2025-11-10,bear,4.949999999999999,6.2,25850,26000,145.05,-393.75000000000006,next_open,-0.3937500000000001,-7893.75
2025-11-10,2025-11-11,bear,1.0,0.25,25950,26100,149.0,-243.75,next_open,-0.24375,-8137.5
2025-11-12,2025-11-13,bull,34.8,38.74999999999999,25750,25550,165.2,-596.2499999999997,next_open,-0.5962499999999996,-8733.75
2025-11-13,2025-11-14,bull,27.299999999999997,37.95,25700,25550,122.7,-1098.7500000000005,next_open,-1.0987500000000003,-9832.5
2025-11-14,2025-11-17,bull,19.299999999999997,10.950000000000001,25700,25550,130.7,326.24999999999966,next_open,0.32624999999999965,-9506.25
2025-11-17,2025-11-18,bull,7.25,6.1,25800,25650,142.75,-213.74999999999997,next_open,-0.21374999999999997,-9720.0
2025-11-19,2025-11-20,bull,23.95,23.9,25800,25650,126.05,-296.24999999999994,next_open,-0.29624999999999996,-10016.25
2025-11-20,2025-11-21,bull,17.849999999999998,20.3,25950,25800,132.15,-483.7500000000002,next_open,-0.48375000000000024,-10500.0
2025-11-21,2025-11-24,bull,13.3,11.55,25800,25650,136.7,-168.75,next_open,-0.16875,-10668.75
2025-11-24,2025-11-25,bear,5.1000000000000005,2.2,26250,26400,144.9,-82.49999999999997,next_open,-0.08249999999999996,-10751.25
2025-12-03,2025-12-04,bear,10.100000000000001,10.350000000000001,26400,26550,139.9,-318.75,next_open,-0.31875,-11070.0
2025-12-04,2025-12-05,bear,6.05,6.4,26450,26600,143.95,-326.25000000000006,next_open,-0.32625000000000004,-11396.25
2025-12-05,2025-12-08,bull,17.7,19.25,26050,25900,132.3,-416.25000000000006,next_open,-0.41625000000000006,-11812.5
2025-12-08,2025-12-09,bear,1.0499999999999998,0.34999999999999987,26350,26500,148.95,-247.5,next_open,-0.24750000000000003,-12060.0
2025-12-10,2025-12-11,bear,19.800000000000004,22.0,26100,26300,180.2,-464.99999999999966,next_open,-0.4649999999999997,-12525.0
2025-12-15,2025-12-16,bull,6.3999999999999995,7.5,25850,25700,143.6,-382.50000000000006,next_open,-0.38250000000000006,-12907.5
2025-12-17,2025-12-18,bear,14.400000000000002,7.1,26150,26300,135.6,247.50000000000023,next_open,0.24750000000000025,-12660.0
2025-12-18,2025-12-19,bear,8.95,12.0,26150,26300,141.05,-528.75,next_open,-0.5287499999999999,-13188.75
2025-12-19,2025-12-22,bull,9.05,5.05,25750,25600,140.95,5.684341886080802e-14,next_open,5.684341886080802e-17,-13188.75
2025-12-22,2025-12-23,bull,4.449999999999999,3.55,25950,25800,145.55,-232.50000000000006,next_open,-0.23250000000000007,-13421.25
2025-12-24,2025-12-26,bull,8.350000000000001,7.1000000000000005,25900,25750,141.65,-206.24999999999994,next_open,-0.20624999999999993,-13627.5
2025-12-29,2025-12-30,bear,2.4000000000000004,1.6,26200,26350,147.6,-239.99999999999997,next_open,-0.24,-13867.5
2026-01-07,2026-01-08,bear,5.6000000000000005,4.05,26500,26650,144.4,-183.74999999999994,next_open,-0.18374999999999994,-14051.25
2026-01-09,2026-01-12,bear,6.750000000000002,5.3,26050,26200,143.25,-191.24999999999986,next_open,-0.19124999999999986,-14242.5
2026-01-12,2026-01-13,bear,2.3999999999999995,2.2,26150,26300,147.6,-285.00000000000006,next_open,-0.28500000000000003,-14527.5
2026-01-14,2026-01-16,bear,15.55,13.8,26000,26150,134.45,-168.75,next_open,-0.16875,-14696.25
2026-01-16,2026-01-19,bear,12.45,5.300000000000001,26000,26150,137.55,236.2499999999999,next_open,0.23624999999999988,-14460.0
2026-01-19,2026-01-20,bear,3.1000000000000005,1.8,25850,26000,146.9,-202.49999999999994,next_open,-0.20249999999999996,-14662.5
2026-01-21,2026-01-22,bear,25.999999999999996,50.0,25450,25600,124.0,-2100.0,next_open,-2.1,-16762.5
2026-02-11,2026-02-12,bull,21.1,25.6,25750,25600,128.9,-637.5,next_open,-0.6375,-17400.0
2026-02-12,2026-02-13,bear,14.25,3.0,26100,26250,135.75,543.75,next_open,0.54375,-16856.25
2026-02-13,2026-02-16,bear,16.7,16.8,25750,25950,183.3,-307.5000000000001,next_open,-0.3075000000000001,-17163.75
2026-02-16,2026-02-17,bear,9.5,4.8,25950,26150,190.5,52.5,next_open,0.0525,-17111.25
2026-02-18,2026-02-19,bull,18.05,8.399999999999999,25550,25400,131.95,423.7500000000001,next_open,0.42375000000000007,-16687.5
2026-02-20,2026-02-23,bear,17.9,37.1,25850,26000,132.1,-1740.0000000000002,next_open,-1.7400000000000002,-18427.5
2026-02-23,2026-02-24,bear,10.0,4.9,25950,26100,140.0,82.5,next_open,0.0825,-18345.0
2026-02-26,2026-02-27,bear,7.550000000000001,2.0,25900,26050,142.45,116.25000000000006,next_open,0.11625000000000006,-18228.75
2026-02-27,2026-03-02,bear,6.299999999999999,6.2,25600,25750,143.7,-292.5000000000001,next_open,-0.2925000000000001,-18521.25
2026-04-08,2026-04-09,bull,38.249999999999986,47.64999999999999,23800,23650,111.75000000000001,-1005.0000000000005,next_open,-1.0050000000000006,-19526.25
2026-04-09,2026-04-10,bull,27.85000000000001,25.950000000000003,23600,23500,72.14999999999999,-157.49999999999957,next_open,-0.15749999999999956,-19683.75
2026-04-10,2026-04-13,bull,28.550000000000004,62.30000000000001,23850,23700,121.44999999999999,-2831.2500000000005,next_open,-2.8312500000000003,-22515.0
2026-04-16,2026-04-17,bull,35.650000000000006,49.85,23950,23800,114.35,-1364.9999999999998,next_open,-1.3649999999999998,-23880.0
2026-04-17,2026-04-20,bull,19.549999999999997,30.900000000000006,24100,24000,80.45,-1151.2500000000007,next_open,-1.1512500000000008,-25031.25
2026-04-20,2026-04-21,bull,24.75,17.3,24100,23950,125.25,258.75,next_open,0.25875,-24772.5
2026-04-22,2026-04-23,bull,41.19999999999999,83.0,24150,24000,108.80000000000001,-3435.000000000001,next_open,-3.4350000000000014,-28207.5
2026-04-23,2026-04-24,bear,37.2,37.0,24400,24550,112.8,-284.9999999999998,next_open,-0.2849999999999998,-28492.5
2026-04-24,2026-04-27,bear,33.400000000000006,53.45,24150,24300,116.6,-1803.7499999999998,next_open,-1.8037499999999997,-30296.25
2026-04-27,2026-04-28,bear,13.099999999999998,8.4,24350,24500,136.9,52.49999999999983,next_open,0.05249999999999983,-30243.75
2026-04-29,2026-04-30,bull,40.94999999999999,71.6,24000,23850,109.05000000000001,-2598.7500000000005,next_open,-2.5987500000000003,-32842.5
2026-04-30,2026-05-04,bear,28.700000000000003,64.0,24350,24500,121.3,-2947.5,next_open,-2.9475000000000002,-35790.0
2026-05-04,2026-05-05,bull,21.999999999999996,35.4,23950,23800,128.0,-1305.0,next_open,-1.3050000000000002,-37095.0
2026-05-06,2026-05-07,bull,38.30000000000001,44.5,24200,24050,111.69999999999999,-764.9999999999991,next_open,-0.7649999999999991,-37860.0
2026-05-07,2026-05-08,bull,37.75,49.2,24150,24000,112.25,-1158.7500000000002,next_open,-1.1587500000000002,-39018.75
2026-05-08,2026-05-11,bull,30.299999999999997,26.400000000000006,24000,23850,119.7,-7.500000000000625,next_open,-0.007500000000000625,-39026.25
2026-05-13,2026-05-14,bear,42.25,64.8,23700,23850,107.75,-1991.2499999999998,next_open,-1.9912499999999995,-41017.5
2026-05-20,2026-05-21,bull,40.150000000000006,12.799999999999997,23450,23300,109.85,1751.2500000000005,next_open,1.7512500000000004,-39266.25
2026-05-21,2026-05-22,bear,37.05,35.0,23850,24000,112.95,-146.25000000000023,next_open,-0.1462500000000002,-39412.5
2026-05-22,2026-05-25,bull,27.0,1.2500000000000009,23500,23350,123.0,1631.25,next_open,1.63125,-37781.25
2026-05-25,2026-05-26,bull,6.449999999999999,-0.35000000000000053,23800,23700,93.55,210.0,next_open,0.21,-37571.25
2026-05-27,2026-05-29,bull,34.050000000000004,39.400000000000006,23750,23600,115.94999999999999,-701.2500000000001,next_open,-0.7012500000000002,-38272.5
2026-06-03,2026-06-04,bear,35.150000000000006,18.4,23750,23900,114.85,956.2500000000005,next_open,0.9562500000000005,-37316.25
2026-06-04,2026-06-05,bull,39.15,29.0,23300,23150,110.85,461.2499999999999,next_open,0.4612499999999998,-36855.0
2026-06-05,2026-06-08,bear,19.65,2.3500000000000005,23700,23850,130.35,997.4999999999998,next_open,0.9974999999999998,-35857.5
2026-06-08,2026-06-09,bear,11.200000000000001,16.2,23400,23550,138.8,-674.9999999999999,next_open,-0.6749999999999999,-36532.5
2026-06-10,2026-06-11,bear,36.8,21.65,23450,23600,113.2,836.25,next_open,0.83625,-35696.25
2026-06-11,2026-06-12,bull,23.049999999999997,10.400000000000002,22950,22850,76.95,648.7499999999997,next_open,0.6487499999999997,-35047.5
2026-06-18,2026-06-19,bull,20.400000000000002,39.55,23950,23800,129.6,-1736.2499999999995,next_open,-1.7362499999999996,-36783.75
2026-06-19,2026-06-22,bull,17.75,8.399999999999999,23800,23650,132.25,401.2500000000001,next_open,0.4012500000000001,-36382.5
2026-06-22,2026-06-23,bull,6.699999999999999,3.05,23900,23750,143.3,-26.250000000000057,next_open,-0.026250000000000058,-36408.75
2026-06-24,2026-06-25,bear,24.549999999999997,41.0,24300,24450,125.45,-1533.7500000000002,next_open,-1.5337500000000002,-37942.5
2026-06-25,2026-06-29,bear,13.350000000000001,18.65,24350,24500,136.65,-697.4999999999998,next_open,-0.6974999999999998,-38640.0
2026-06-29,2026-06-30,bull,10.75,3.6999999999999997,23750,23600,139.25,228.75,next_open,0.22875,-38411.25
2026-07-01,2026-07-02,bear,19.799999999999997,18.1,24350,24500,130.2,-172.5000000000003,next_open,-0.17250000000000032,-38583.75
2026-07-02,2026-07-03,bull,17.6,10.1,24000,23900,82.4,262.5000000000001,next_open,0.2625000000000001,-38321.25
2026-07-03,2026-07-06,bull,17.700000000000003,14.75,24100,23950,132.3,-78.74999999999977,next_open,-0.07874999999999978,-38400.0
2026-07-06,2026-07-07,bull,8.1,2.6000000000000005,24250,24100,141.9,112.49999999999994,next_open,0.11249999999999995,-38287.5
2026-07-15,2026-07-16,bear,29.85,31.5,24300,24450,120.15,-423.7499999999999,next_open,-0.4237499999999999,-38711.25
