entry_date,exit_date,direction,credit,debit,short_strike,long_strike,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2025-07-25,2025-07-28,bear,22.150000000000006,19.200000000000003,25000,25100,77.85,-78.74999999999977,next_open,-0.07874999999999978,-78.74999999999977
2025-07-28,2025-07-29,bear,26.700000000000003,19.200000000000003,24850,25000,123.3,262.5,next_open,0.2625,183.75000000000023
2025-07-29,2025-07-30,bear,13.350000000000001,11.5,25000,25100,86.65,-161.2499999999999,next_open,-0.1612499999999999,22.50000000000034
2025-07-30,2025-07-31,bull,7.199999999999999,15.0,24700,24600,92.8,-885.0,next_open,-0.885,-862.4999999999997
2025-08-01,2025-08-04,bear,37.849999999999994,18.65,24750,24900,112.15,1139.9999999999998,next_open,1.1399999999999997,277.5000000000001
2025-08-04,2025-08-05,bear,16.999999999999996,15.95,24950,25050,83.0,-221.25000000000023,next_open,-0.22125000000000022,56.249999999999886
2025-08-05,2025-08-06,bear,16.900000000000002,12.95,24850,25000,133.1,-3.7499999999997726,next_open,-0.0037499999999997726,52.500000000000114
2025-08-06,2025-08-07,bull,25.199999999999996,42.4,24500,24350,124.80000000000001,-1590.0000000000002,next_open,-1.59,-1537.5
2025-08-08,2025-08-11,bear,21.800000000000004,24.099999999999998,24600,24700,78.19999999999999,-472.49999999999955,next_open,-0.4724999999999996,-2009.9999999999995
2025-08-11,2025-08-12,bear,13.75,11.399999999999999,24800,24900,86.25,-123.74999999999989,next_open,-0.12374999999999987,-2133.7499999999995
2025-08-12,2025-08-13,bear,15.249999999999998,21.5,24700,24850,134.75,-768.7500000000001,next_open,-0.76875,-2902.4999999999995
2025-08-13,2025-08-14,bull,14.5,7.1,24550,24450,85.5,255.0,next_open,0.255,-2647.4999999999995
2025-08-18,2025-08-19,bull,22.699999999999996,21.300000000000004,24800,24700,77.30000000000001,-195.00000000000063,next_open,-0.19500000000000062,-2842.5
2025-08-22,2025-08-25,bear,22.799999999999997,29.75,25050,25150,77.2,-821.2500000000002,next_open,-0.8212500000000003,-3663.75
2025-08-26,2025-08-28,bear,9.75,8.4,24900,25000,90.25,-198.75000000000003,next_open,-0.19875,-3862.5
2025-08-29,2025-09-01,bear,12.3,12.099999999999998,24700,24850,137.7,-284.9999999999998,next_open,-0.2849999999999998,-4147.5
2025-09-01,2025-09-02,bull,21.6,18.3,24600,24500,78.4,-52.49999999999994,next_open,-0.05249999999999994,-4200.0
2025-09-03,2025-09-04,bull,29.049999999999997,6.949999999999999,24650,24550,70.95,1357.4999999999998,next_open,1.3575,-2842.5
2025-09-22,2025-09-23,bear,3.3500000000000005,1.5000000000000004,25450,25550,96.65,-161.25,next_open,-0.16125,-3003.75
2025-10-01,2025-10-03,bull,26.39999999999999,22.0,24800,24700,73.60000000000001,29.999999999999375,next_open,0.029999999999999374,-2973.7500000000005
2025-10-03,2025-10-06,bull,19.9,21.8,24850,24750,80.1,-442.50000000000017,next_open,-0.44250000000000017,-3416.2500000000005
2025-10-06,2025-10-07,bull,20.9,21.9,25050,24900,129.1,-375.0,next_open,-0.375,-3791.2500000000005
2025-10-08,2025-10-09,bull,24.0,25.950000000000003,24950,24850,76.0,-446.2500000000002,next_open,-0.4462500000000002,-4237.500000000001
2025-10-16,2025-10-17,bull,26.800000000000004,32.7,25500,25350,123.19999999999999,-742.4999999999999,next_open,-0.7424999999999998,-4980.000000000001
2025-10-17,2025-10-20,bull,20.8,21.0,25600,25450,129.2,-314.99999999999994,next_open,-0.31499999999999995,-5295.000000000001
