entry_date,exit_date,direction,credit,debit,short_strike,long_strike,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2025-06-18,2025-06-19,bear,1.8,1.0,25300,25600,298.2,-240.0,next_open,-0.24,-240.0
2025-06-30,2025-07-01,bear,4.5,3.9,26150,26450,295.5,-255.0,next_open,-0.255,-495.0
2025-07-02,2025-07-03,bear,0.6499999999999999,0.6499999999999999,26050,26350,299.35,-300.0,next_open,-0.3,-795.0
2025-07-11,2025-07-14,bear,6.699999999999999,5.9,25750,26050,293.3,-240.00000000000009,next_open,-0.24000000000000007,-1035.0
2025-07-14,2025-07-15,bear,5.6499999999999995,5.65,25650,25950,294.35,-300.00000000000006,next_open,-0.30000000000000004,-1335.0
2025-07-18,2025-07-21,bear,7.6499999999999995,7.6,25550,25850,292.35,-296.25,next_open,-0.29625,-1631.25
2025-07-22,2025-07-23,bear,1.05,1.0499999999999998,25600,25900,298.95,-300.0,next_open,-0.3,-1931.25
2025-07-25,2025-07-28,bear,9.45,7.65,25350,25650,290.55,-165.00000000000009,next_open,-0.1650000000000001,-2096.25
2025-07-28,2025-07-29,bear,7.749999999999999,5.6499999999999995,25200,25500,292.25,-142.50000000000003,next_open,-0.14250000000000002,-2238.75
2025-08-01,2025-08-04,bear,11.45,10.3,25100,25400,288.55,-213.7500000000001,next_open,-0.2137500000000001,-2452.5
2025-08-06,2025-08-07,bear,0.6,0.35,25150,25400,249.4,-281.25,next_open,-0.28125,-2733.75
2025-08-08,2025-08-11,bear,7.250000000000001,8.4,24950,25200,242.75,-386.24999999999994,next_open,-0.38625,-3120.0
2025-08-12,2025-08-13,bear,1.3,1.5,25050,25350,298.7,-315.0,next_open,-0.315,-3435.0
2025-08-20,2025-08-21,bull,1.65,0.5499999999999999,24600,24300,298.35,-217.5,next_open,-0.21749999999999997,-3652.5
2025-08-22,2025-08-25,bear,5.800000000000001,6.7,25400,25700,294.2,-367.49999999999994,next_open,-0.36749999999999994,-4020.0
2025-08-26,2025-08-28,bear,1.5999999999999996,0.8999999999999999,25250,25500,248.4,-247.50000000000003,next_open,-0.24750000000000003,-4267.5
2025-08-29,2025-09-01,bear,1.6999999999999997,1.0499999999999998,25050,25350,298.3,-251.25,next_open,-0.25125,-4518.75
2025-09-12,2025-09-15,bull,3.3500000000000005,1.9,24700,24400,296.65,-191.24999999999994,next_open,-0.19124999999999995,-4710.0
2025-09-22,2025-09-23,bear,0.6500000000000001,0.3999999999999999,25800,26100,299.35,-281.25,next_open,-0.28125,-4991.25
2025-09-25,2025-09-26,bear,4.45,2.6500000000000004,25450,25750,295.55,-165.0,next_open,-0.165,-5156.25
2025-09-26,2025-09-29,bear,3.1000000000000005,4.0,25200,25500,296.9,-367.49999999999994,next_open,-0.36749999999999994,-5523.75
2025-09-29,2025-09-30,bear,0.8999999999999999,1.4500000000000002,25200,25450,249.1,-341.25,next_open,-0.34125,-5865.0
2025-10-06,2025-10-07,bull,1.4,0.7000000000000002,24700,24400,298.6,-247.50000000000003,next_open,-0.24750000000000003,-6112.5
2025-10-08,2025-10-09,bear,3.3000000000000003,1.7000000000000002,25600,25900,296.7,-180.0,next_open,-0.18,-6292.5
2025-10-10,2025-10-13,bull,2.6000000000000005,3.6,24900,24600,297.4,-375.0,next_open,-0.375,-6667.5
2025-10-16,2025-10-17,bull,6.15,7.35,25150,24850,293.85,-389.99999999999994,next_open,-0.38999999999999996,-7057.5
2025-10-24,2025-10-27,bear,3.75,3.0999999999999996,26350,26650,296.25,-251.24999999999997,next_open,-0.25125,-7308.75
2025-10-30,2025-10-31,bear,3.5999999999999996,1.2999999999999998,26550,26850,296.4,-127.5,next_open,-0.1275,-7436.25
2025-10-31,2025-11-03,bear,3.3000000000000003,1.5500000000000003,26400,26750,346.7,-168.75,next_open,-0.16875,-7605.0
2025-11-03,2025-11-04,bear,0.9000000000000001,0.35,26400,26750,349.1,-258.75,next_open,-0.25875,-7863.75
2025-11-06,2025-11-07,bear,2.05,1.6500000000000001,26150,26450,297.95,-270.0,next_open,-0.27,-8133.75
2025-11-12,2025-11-13,bull,12.1,13.05,25450,25150,287.9,-371.2500000000001,next_open,-0.3712500000000001,-8505.0
2025-11-20,2025-11-21,bull,6.049999999999999,8.55,25700,25400,293.95,-487.5000000000001,next_open,-0.4875000000000001,-8992.5
2025-11-24,2025-11-25,bear,1.0,0.5,26500,26850,349.0,-262.5,next_open,-0.2625,-9255.0
2025-11-26,2025-11-27,bull,21.25,17.549999999999997,25850,25550,278.75,-22.499999999999773,next_open,-0.02249999999999977,-9277.5
2025-12-03,2025-12-04,bear,3.45,3.5,26650,26950,296.55,-303.75,next_open,-0.30374999999999996,-9581.25
