entry_date,exit_date,net_credit,exit_debit,put_short,put_long,call_short,call_long,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2025-06-17,2025-06-18,9.15,3.9,24250,23850,25500,25850,390.85,-206.25,target,-0.20625000000000002,-206.25
2025-06-24,2025-06-25,6.05,2.55,24450,24050,25700,26050,393.95,-337.5,target,-0.3375,-543.75
2025-07-01,2025-07-03,3.35,0.05,25000,24600,26300,26650,396.65,-352.5,target,-0.3525,-896.25
2025-07-08,2025-07-10,3.2,0.1,24950,24600,26250,26650,396.8,-367.5,target,-0.3675,-1263.75
2025-07-15,2025-07-16,2.35,0.85,24650,24250,25900,26300,397.65,-487.5,target,-0.4875,-1751.25
2025-07-22,2025-07-24,1.75,0.0,24450,24100,25700,26100,398.25,-468.75,target,-0.46875,-2220.0
2025-07-29,2025-07-30,2.9,1.15,24200,23850,25450,25850,397.1,-468.75,target,-0.46875,-2688.75
2025-08-05,2025-08-07,3.25,0.0,24100,23700,25350,25700,396.75,-356.25,target,-0.35625,-3045.0
2025-08-12,2025-08-13,3.2,1.2,23950,23550,25150,25550,396.8,-450.0,target,-0.44999999999999996,-3495.0
2025-08-19,2025-08-21,1.55,0.0,24400,24050,25650,26050,398.45,-483.75,target,-0.48374999999999996,-3978.75
2025-08-25,2025-08-28,1.8,0.1,24350,24000,25600,26000,398.2,-472.5,target,-0.47250000000000003,-4451.25
2025-08-29,2025-09-01,3.65,0.9,23950,23600,25200,25550,346.35,-393.75,target,-0.39375,-4845.0
2025-09-05,2025-09-08,3.6,1.5,24250,23850,25450,25850,396.4,-442.5,target,-0.4425,-5287.5
2025-09-12,2025-09-15,2.1,1.0,24550,24200,25850,26200,347.9,-517.5,target,-0.5175,-5805.0
2025-09-19,2025-09-23,1.8,0.0,24800,24400,26050,26450,398.2,-465.0,target,-0.46499999999999997,-6270.0
2025-09-26,2025-09-29,4.25,1.75,24050,23700,25300,25700,395.75,-412.5,target,-0.41250000000000003,-6682.5
2025-10-03,2025-10-06,2.55,1.15,24400,24000,25650,26000,397.45,-495.0,target,-0.49500000000000005,-7177.5
2025-10-10,2025-10-14,2.1,0.0,24800,24400,26050,26450,397.9,-442.5,target,-0.4425,-7620.0
2025-10-16,2025-10-20,4.1,0.0,25000,24650,26300,26700,395.9,-292.5,target,-0.2925,-7912.5
2025-10-24,2025-10-28,4.7,0.0,25150,24800,26450,26850,395.3,-247.5,target,-0.24750000000000003,-8160.0
2025-10-31,2025-11-03,4.35,1.7,25250,24850,26550,26950,395.65,-401.25,target,-0.40124999999999994,-8561.25
2025-11-07,2025-11-10,2.95,1.15,24950,24550,26250,26600,397.05,-465.00000000000006,target,-0.465,-9026.25
2025-11-14,2025-11-17,3.8,1.4,25300,24900,26600,27000,396.2,-420.0,target,-0.42,-9446.25
2025-11-21,2025-11-24,3.15,1.3,25450,25050,26750,27100,396.85,-461.25,target,-0.46125000000000005,-9907.5
2025-11-28,2025-12-01,3.05,1.5,25750,25350,27050,27450,396.95,-483.75,target,-0.48374999999999996,-10391.25
2025-12-05,2025-12-09,1.7,-0.0,25650,25300,27000,27400,398.3,-472.5,target,-0.47250000000000003,-10863.75
2025-12-12,2025-12-15,2.2,1.0,25500,25100,26800,27200,397.8,-510.00000000000006,target,-0.51,-11373.75
2025-12-19,2025-12-23,1.7,0.0,25400,25000,26700,27050,398.3,-472.50000000000006,target,-0.4725000000000001,-11846.25
2025-12-26,2025-12-29,1.3,0.65,25400,25000,26700,27100,398.7,-551.25,target,-0.55125,-12397.5
2026-01-02,2026-01-06,2.0,0.05,25800,25400,27100,27500,398.0,-453.75,target,-0.45375,-12851.25
2026-01-09,2026-01-12,6.6,2.0,25150,24750,26450,26800,393.4,-254.99999999999994,target,-0.25499999999999995,-13106.25
2026-01-16,2026-01-19,4.25,1.9,25100,24700,26400,26800,395.75,-423.75,target,-0.42375,-13530.0
2026-01-22,2026-01-27,6.95,0.0,24700,24350,26000,26350,343.05,-78.75,target,-0.07875,-13608.75
2026-01-30,2026-02-02,42.05,17.0,24800,24400,26050,26450,357.95,1278.7499999999998,target,1.2787499999999998,-12330.0
2026-02-06,2026-02-10,8.4,0.0,25100,24700,26400,26750,391.6,30.000000000000114,target,0.03000000000000011,-12300.0
2026-02-13,2026-02-17,12.45,0.1,24900,24500,26150,26550,387.55,326.25,target,0.32625000000000004,-11973.75
2026-02-20,2026-02-23,15.25,6.05,24950,24550,26200,26600,384.75,90.00000000000011,target,0.09000000000000012,-11883.75
2026-02-26,2026-03-02,12.1,145.65,25000,24600,26300,26650,387.9,-10616.249999999998,stop_loss,-10.616249999999997,-22500.0
2026-03-06,2026-03-10,64.95,0.05,23950,23550,25150,25550,335.05,4267.499999999999,target,4.267499999999999,-18232.5
2026-03-13,2026-03-16,66.5,25.2,22600,22250,23800,24150,283.5,2497.5,target,2.4975,-15735.0
2026-03-20,2026-03-24,70.05,0.05,22550,22200,23700,24050,279.95,4650.0,target,4.65,-11085.0
2026-03-25,2026-03-30,84.4,347.4,22700,22350,23900,24250,265.6,-20325.0,stop_loss,-20.325,-31410.0
2026-04-02,2026-04-07,88.65,0.05,22200,21850,23350,23700,261.35,6045.0,target,6.045,-25365.0
2026-04-09,2026-04-13,41.4,0.05,23250,22900,24450,24800,308.6,2501.25,target,2.50125,-22863.75
2026-04-17,2026-04-21,20.25,0.05,23750,23400,25000,25350,329.75,915.0,target,0.915,-21948.75
2026-04-24,2026-04-27,32.15,10.2,23300,22950,24500,24900,367.85,1046.2499999999998,target,1.0462499999999997,-20902.5
2026-04-30,2026-05-04,36.25,6.2,23500,23150,24700,25050,313.75,1653.75,target,1.65375,-19248.75
2026-05-08,2026-05-12,16.95,267.4,23650,23250,24850,25200,383.05,-19383.750000000004,stop_loss,-19.383750000000003,-38632.5
2026-05-15,2026-05-18,23.3,7.15,23050,22700,24250,24600,326.7,611.2499999999995,target,0.6112499999999995,-38021.25
2026-05-22,2026-05-26,15.15,0.05,23150,22800,24350,24700,334.85,532.4999999999998,target,0.5324999999999999,-37488.75
2026-05-29,2026-06-02,16.35,0.05,23150,22800,24350,24700,333.65,622.5,target,0.6224999999999999,-36866.25
2026-06-05,2026-06-09,14.7,0.0,22850,22500,24050,24400,335.3,502.5000000000002,target,0.5025000000000003,-36363.75
2026-06-12,2026-06-15,16.2,5.35,23100,22750,24300,24650,333.8,213.75000000000023,target,0.21375000000000022,-36150.0
2026-06-19,2026-06-22,5.1,1.45,23450,23100,24650,25000,344.9,-326.25000000000006,target,-0.32625000000000004,-36476.25
2026-06-25,2026-06-29,5.8,2.85,23500,23150,24700,25050,344.2,-378.75,target,-0.37875000000000003,-36855.0
2026-07-03,2026-07-06,4.35,1.3,23750,23400,24950,25350,395.65,-371.25,target,-0.37125,-37226.25
2026-07-10,2026-07-14,5.7,0.1,23650,23250,24850,25200,394.3,-179.9999999999999,target,-0.17999999999999988,-37406.25
