entry_date,exit_date,net_credit,exit_debit,put_short,put_long,call_short,call_long,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2025-11-06,2025-11-10,19.55,2.7,25250,25000,26000,26250,230.45,663.7500000000005,target,0.6637500000000005,-974.9999999999995
2025-11-13,2025-11-17,32.7,2.55,25550,25300,26350,26600,217.3,1661.25,target,1.66125,686.2500000000005
2025-11-20,2025-11-25,26.6,0.85,25850,25550,26600,26900,273.4,1331.25,target,1.33125,2017.5000000000005
2025-11-27,2025-12-01,25.6,11.9,26000,25750,26800,27050,224.4,427.5,target,0.4275,2445.0000000000005
2025-12-04,2025-12-05,18.7,4.5,25800,25550,26600,26850,231.3,465.0000000000002,target,0.46500000000000025,2910.000000000001
2025-12-11,2025-12-12,14.05,5.4,25600,25350,26400,26650,235.95,48.75,target,0.048749999999999995,2958.750000000001
2025-12-18,2025-12-23,14.05,0.2,25500,25250,26250,26550,285.95,438.75,target,0.43875,3397.500000000001
2025-12-24,2025-12-30,7.25,0.05,25800,25500,26550,26850,292.75,-60.0,target,-0.06,3337.500000000001
2026-01-01,2026-01-02,10.05,3.55,25900,25650,26700,26950,239.95,-112.49999999999989,target,-0.11249999999999988,3225.000000000001
2026-01-08,2026-01-09,11.4,36.4,25600,25350,26400,26650,238.6,-2475.0000000000005,stop_loss,-2.4750000000000005,750.0000000000005
2026-01-14,2026-01-19,28.8,7.05,25350,25100,26100,26350,221.2,1031.2500000000005,target,1.0312500000000004,1781.250000000001
2026-01-21,2026-01-27,46.85,0.15,24800,24550,25550,25800,203.15,2902.4999999999995,target,2.9024999999999994,4683.75
2026-01-29,2026-02-03,66.75,0.6,25150,24900,25900,26150,183.25,4361.25,target,4.36125,9045.0
2026-02-05,2026-02-06,32.7,15.85,25350,25100,26100,26350,217.3,663.75,target,0.6637500000000001,9708.75
2026-02-12,2026-02-13,15.45,62.55,25450,25200,26250,26500,234.55,-4132.5,stop_loss,-4.1325,5576.25
2026-02-19,2026-02-24,36.2,0.1,25050,24800,25850,26100,213.8,2107.5,target,2.1075,7683.75
2026-02-25,2026-03-02,44.3,242.5,25250,25000,26000,26250,205.7,-15465.0,stop_loss,-15.465000000000002,-7781.25
2026-03-05,2026-03-10,74.75,240.15,24500,24250,25250,25500,175.25,-13005.0,stop_loss,-13.004999999999999,-20786.25
2026-03-12,2026-03-17,80.6,0.0,23350,23150,24100,24300,119.4,5445.000000000001,target,5.445000000000001,-15341.25
2026-03-19,2026-03-24,103.3,0.1,22700,22500,23400,23650,146.7,7140.000000000001,target,7.140000000000001,-8201.25
2026-04-01,2026-04-07,105.85,0.95,22450,22250,23150,23350,94.15,7267.499999999997,target,7.267499999999997,-933.7500000000027
2026-04-08,2026-04-13,83.9,0.15,23700,23450,24400,24650,166.1,5681.249999999999,target,5.681249999999999,4747.499999999996
2026-04-16,2026-04-21,76.1,27.05,23850,23600,24550,24800,173.9,3078.75,target,3.07875,7826.249999999996
2026-04-23,2026-04-27,64.55,14.9,23800,23550,24550,24750,185.45,3123.750000000001,target,3.1237500000000007,10949.999999999996
2026-04-29,2026-05-04,75.5,26.9,23900,23650,24600,24850,174.5,3045.0,target,3.045,13994.999999999996
2026-05-07,2026-05-12,57.9,251.1,24000,23750,24750,25000,192.1,-15007.5,stop_loss,-15.007499999999999,-1012.5000000000036
2026-05-14,2026-05-18,66.15,26.05,23350,23100,24050,24300,183.85,2407.5000000000005,target,2.4075000000000006,1394.9999999999968
2026-05-21,2026-05-26,61.3,0.1,23300,23050,24000,24200,188.7,3990.0,target,3.9899999999999998,5384.999999999996
2026-05-27,2026-06-01,52.3,169.7,23650,23400,24350,24600,197.7,-9405.0,stop_loss,-9.405,-4020.0000000000036
2026-06-04,2026-06-09,54.25,0.05,23150,22900,23850,24100,195.75,3465.0,target,3.465,-555.0000000000036
2026-06-11,2026-06-15,51.35,208.65,22850,22600,23550,23800,198.65,-12397.5,stop_loss,-12.3975,-12952.500000000004
2026-06-18,2026-06-22,27.3,6.15,23850,23600,24550,24800,222.7,986.25,target,0.98625,-11966.250000000004
2026-06-24,2026-06-29,41.25,11.0,23700,23450,24400,24650,208.75,1668.75,target,1.6687500000000002,-10297.500000000004
2026-07-02,2026-07-03,22.4,9.55,23900,23650,24650,24850,227.6,363.7499999999999,target,0.3637499999999999,-9933.750000000004
2026-07-09,2026-07-14,41.3,0.1,23650,23400,24350,24600,208.7,2489.9999999999995,target,2.4899999999999993,-7443.750000000004
